participate(Course1,User1)
participate(Course2,User1)
participate(Course3,User2)
participate(Course4,User2)
participate(Course5,User2)
participate(Course6,User3)
participate(Course3,User4)
participate(Course7,User4)
participate(Course5,User4)
participate(Course8,User4)
participate(Course9,User5)
participate(Course10,User5)
participate(Course11,User5)
participate(Course3,User6)
participate(Course5,User6)
participate(Course12,User7)
participate(Course7,User7)
participate(Course8,User7)
participate(Course13,User8)
participate(Course14,User9)
participate(Course15,User10)
participate(Course3,User11)
participate(Course16,User11)
participate(Course17,User11)
participate(Course3,User12)
participate(Course5,User12)
participate(Course7,User13)
participate(Course18,User13)
participate(Course19,User13)
participate(Course8,User13)
participate(Course19,User14)
participate(Course15,User15)
participate(Course20,User16)
participate(Course21,User16)
participate(Course3,User17)
participate(Course7,User17)
participate(Course22,User17)
participate(Course18,User17)
participate(Course5,User17)
participate(Course17,User17)
participate(Course8,User17)
participate(Course23,User18)
participate(Course22,User18)
participate(Course24,User19)
participate(Course25,User20)
participate(Course10,User20)
participate(Course26,User20)
participate(Course21,User20)
participate(Course14,User20)
participate(Course27,User20)
participate(Course18,User20)
participate(Course28,User20)
participate(Course29,User20)
participate(Course10,User21)
participate(Course25,User22)
participate(Course10,User22)
participate(Course14,User22)
participate(Course6,User22)
participate(Course27,User22)
participate(Course14,User23)
participate(Course18,User23)
participate(Course29,User23)
participate(Course7,User24)
participate(Course19,User24)
participate(Course24,User25)
participate(Course7,User25)
participate(Course12,User26)
participate(Course23,User27)
participate(Course30,User27)
participate(Course10,User27)
participate(Course21,User27)
participate(Course31,User27)
participate(Course32,User27)
participate(Course21,User28)
participate(Course19,User29)
participate(Course32,User30)
participate(Course3,User31)
participate(Course16,User31)
participate(Course33,User31)
participate(Course17,User31)
participate(Course34,User32)
participate(Course16,User32)
participate(Course35,User32)
participate(Course28,User32)
participate(Course36,User33)
participate(Course3,User34)
participate(Course7,User34)
participate(Course18,User34)
participate(Course5,User34)
participate(Course37,User35)
participate(Course38,User35)
participate(Course9,User35)
participate(Course10,User35)
participate(Course39,User35)
participate(Course31,User35)
participate(Course11,User35)
participate(Course40,User35)
participate(Course9,User36)
participate(Course10,User36)
participate(Course36,User36)
participate(Course11,User36)
participate(Course19,User37)
participate(Course15,User38)
participate(Course20,User38)
participate(Course16,User38)
participate(Course18,User38)
participate(Course17,User38)
participate(Course3,User39)
participate(Course7,User39)
participate(Course16,User40)
participate(Course33,User40)
participate(Course17,User40)
participate(Course6,User41)
participate(Course41,User42)
participate(Course3,User42)
participate(Course1,User42)
participate(Course2,User42)
participate(Course13,User42)
participate(Course28,User42)
participate(Course5,User42)
participate(Course32,User42)
participate(Course42,User43)
participate(Course15,User44)
participate(Course16,User44)
participate(Course18,User44)
participate(Course17,User44)
participate(Course3,User45)
participate(Course16,User45)
participate(Course5,User45)
participate(Course43,User45)
participate(Course17,User45)
participate(Course32,User46)
participate(Course16,User47)
participate(Course2,User47)
participate(Course18,User47)
participate(Course5,User47)
participate(Course17,User47)
participate(Course24,User48)
participate(Course28,User49)
participate(Course44,User50)
participate(Course45,User50)
participate(Course19,User51)
participate(Course46,User52)
participate(Course3,User52)
participate(Course47,User52)
participate(Course18,User52)
participate(Course5,User52)
participate(Course17,User52)
participate(Course25,User53)
participate(Course14,User53)
participate(Course18,User53)
participate(Course11,User53)
participate(Course15,User54)
participate(Course3,User55)
participate(Course10,User55)
participate(Course18,User55)
participate(Course11,User55)
participate(Course17,User55)
participate(Course15,User56)
